Date;Filière;Valeur (°C)
2021/03/07;"Température normale";7,67
2021/03/08;"Température normale";7,75
2021/03/09;"Température normale";7,83
2021/03/10;"Température normale";7,91
2021/03/11;"Température normale";7,99
2021/03/12;"Température normale";8,08
2021/03/13;"Température normale";8,16
2021/03/14;"Température normale";8,25
2021/03/15;"Température normale";8,34
2021/03/16;"Température normale";8,43
2021/03/17;"Température normale";8,52
2021/03/18;"Température normale";8,62
2021/03/19;"Température normale";8,71
2021/03/20;"Température normale";8,8
2021/03/21;"Température normale";8,91
2021/03/22;"Température normale";9,01
2021/03/23;"Température normale";9,11
2021/03/24;"Température normale";9,21
2021/03/25;"Température normale";9,32
2021/03/26;"Température normale";9,43
2021/03/27;"Température normale";9,54
2021/03/28;"Température normale";9,65
2021/03/29;"Température normale";9,76
2021/03/30;"Température normale";9,88
2021/03/31;"Température normale";9,99
2021/04/01;"Température normale";10,11
2021/04/02;"Température normale";10,23
2021/04/03;"Température normale";10,35
2021/04/04;"Température normale";10,47
2021/04/05;"Température normale";10,59
2021/04/06;"Température normale";10,72
2021/04/07;"Température normale";10,84
2021/04/08;"Température normale";10,97
2021/04/09;"Température normale";11,1
2021/04/10;"Température normale";11,22
2021/04/11;"Température normale";11,35
2021/04/12;"Température normale";11,48
2021/04/13;"Température normale";11,61
2021/04/14;"Température normale";11,74
2021/04/15;"Température normale";11,87
2021/04/16;"Température normale";12
2021/04/17;"Température normale";12,13
2021/04/18;"Température normale";12,26
2021/04/19;"Température normale";12,4
2021/04/20;"Température normale";12,53
2021/04/21;"Température normale";12,66
2021/04/22;"Température normale";12,79
2021/04/23;"Température normale";12,92
2021/04/24;"Température normale";13,06
2021/04/25;"Température normale";13,19
2021/04/26;"Température normale";13,32
2021/04/27;"Température normale";13,45
2021/04/28;"Température normale";13,58
2021/04/29;"Température normale";13,7
2021/04/30;"Température normale";13,84
2021/05/01;"Température normale";13,96
2021/05/02;"Température normale";14,09
2021/05/03;"Température normale";14,21
2021/05/04;"Température normale";14,34
2021/05/05;"Température normale";14,47
2021/05/06;"Température normale";14,59
2021/05/07;"Température normale";14,71
2021/05/08;"Température normale";14,84
2021/05/09;"Température normale";14,95
2021/05/10;"Température normale";15,08
2021/05/11;"Température normale";15,2
2021/05/12;"Température normale";15,32
2021/05/13;"Température normale";15,43
2021/05/14;"Température normale";15,55
2021/05/15;"Température normale";15,66
2021/05/16;"Température normale";15,78
2021/05/17;"Température normale";15,9
2021/05/18;"Température normale";16,01
2021/05/19;"Température normale";16,12
2021/05/20;"Température normale";16,24
2021/05/21;"Température normale";16,34
2021/05/22;"Température normale";16,45
2021/05/23;"Température normale";16,56
2021/05/24;"Température normale";16,66
2021/05/25;"Température normale";16,77
2021/05/26;"Température normale";16,88
2021/05/27;"Température normale";16,98
2021/05/28;"Température normale";17,09
2021/05/29;"Température normale";17,19
2021/05/30;"Température normale";17,3
2021/05/31;"Température normale";17,4
2021/06/01;"Température normale";17,51
2021/06/02;"Température normale";17,61
2021/06/03;"Température normale";17,71
2021/06/04;"Température normale";17,81
2021/06/05;"Température normale";17,91
2021/06/06;"Température normale";18
2021/06/07;"Température normale";18,11
2021/06/08;"Température normale";18,2
2021/06/09;"Température normale";18,3
2021/06/10;"Température normale";18,39
2021/06/11;"Température normale";18,49
2021/06/12;"Température normale";18,58
2021/06/13;"Température normale";18,68
2021/06/14;"Température normale";18,77
2021/06/15;"Température normale";18,86
2021/06/16;"Température normale";18,96
2021/06/17;"Température normale";19,05
2021/06/18;"Température normale";19,14
2021/06/19;"Température normale";19,23
2021/06/20;"Température normale";19,32
2021/06/21;"Température normale";19,41
2021/06/22;"Température normale";19,49
2021/06/23;"Température normale";19,58
2021/06/24;"Température normale";19,66
2021/06/25;"Température normale";19,75
2021/06/26;"Température normale";19,83
2021/06/27;"Température normale";19,91
2021/06/28;"Température normale";19,99
2021/06/29;"Température normale";20,07
2021/06/30;"Température normale";20,15
2021/07/01;"Température normale";20,22
2021/07/02;"Température normale";20,29
2021/07/03;"Température normale";20,37
2021/07/04;"Température normale";20,43
2021/07/05;"Température normale";20,49
2021/07/06;"Température normale";20,56
2021/07/07;"Température normale";20,62
2021/07/08;"Température normale";20,68
2021/07/09;"Température normale";20,74
2021/07/10;"Température normale";20,79
2021/07/11;"Température normale";20,85
2021/07/12;"Température normale";20,89
2021/07/13;"Température normale";20,94
2021/07/14;"Température normale";20,98
2021/07/15;"Température normale";21,02
2021/07/16;"Température normale";21,06
2021/07/17;"Température normale";21,09
2021/07/18;"Température normale";21,12
2021/07/19;"Température normale";21,15
2021/07/20;"Température normale";21,17
2021/07/21;"Température normale";21,19
2021/07/22;"Température normale";21,21
2021/07/23;"Température normale";21,22
2021/07/24;"Température normale";21,22
2021/07/25;"Température normale";21,23
2021/07/26;"Température normale";21,23
2021/07/27;"Température normale";21,23
2021/07/28;"Température normale";21,22
2021/07/29;"Température normale";21,22
2021/07/30;"Température normale";21,2
2021/07/31;"Température normale";21,18
2021/08/01;"Température normale";21,16
2021/08/02;"Température normale";21,13
2021/08/03;"Température normale";21,1
2021/08/04;"Température normale";21,07
2021/08/05;"Température normale";21,03
2021/08/06;"Température normale";20,99
2021/08/07;"Température normale";20,94
2021/08/08;"Température normale";20,89
2021/08/09;"Température normale";20,84
2021/08/10;"Température normale";20,78
2021/08/11;"Température normale";20,73
2021/08/12;"Température normale";20,66
2021/08/13;"Température normale";20,59
2021/08/14;"Température normale";20,52
2021/08/15;"Température normale";20,44
2021/08/16;"Température normale";20,37
2021/08/17;"Température normale";20,29
2021/08/18;"Température normale";20,2
2021/08/19;"Température normale";20,11
2021/08/20;"Température normale";20,03
2021/08/21;"Température normale";19,94
2021/08/22;"Température normale";19,85
2021/08/23;"Température normale";19,75
2021/08/24;"Température normale";19,64
2021/08/25;"Température normale";19,54
2021/08/26;"Température normale";19,44
2021/08/27;"Température normale";19,33
2021/08/28;"Température normale";19,23
2021/08/29;"Température normale";19,11
2021/08/30;"Température normale";19
2021/08/31;"Température normale";18,88
2021/09/01;"Température normale";18,77
2021/09/02;"Température normale";18,65
2021/09/03;"Température normale";18,54
2021/09/04;"Température normale";18,41
2021/09/05;"Température normale";18,29
2021/09/06;"Température normale";18,17
2021/09/07;"Température normale";18,04
2021/09/08;"Température normale";17,92
2021/09/09;"Température normale";17,79
2021/09/10;"Température normale";17,67
2021/09/11;"Température normale";17,54
2021/09/12;"Température normale";17,42
2021/09/13;"Température normale";17,29
2021/09/14;"Température normale";17,16
2021/09/15;"Température normale";17,03
2021/09/16;"Température normale";16,9
2021/09/17;"Température normale";16,77
2021/09/18;"Température normale";16,64
2021/09/19;"Température normale";16,51
2021/09/20;"Température normale";16,38
2021/09/21;"Température normale";16,26
2021/09/22;"Température normale";16,13
2021/09/23;"Température normale";16
2021/09/24;"Température normale";15,87
2021/09/25;"Température normale";15,74
2021/09/26;"Température normale";15,61
2021/09/27;"Température normale";15,48
2021/09/28;"Température normale";15,34
2021/09/29;"Température normale";15,22
2021/09/30;"Température normale";15,09
2021/10/01;"Température normale";14,96
2021/10/02;"Température normale";14,83
2021/10/03;"Température normale";14,69
2021/10/04;"Température normale";14,56
2021/10/05;"Température normale";14,43
2021/10/06;"Température normale";14,3
2021/10/07;"Température normale";14,17
2021/10/08;"Température normale";14,03
2021/10/09;"Température normale";13,9
2021/10/10;"Température normale";13,77
2021/10/11;"Température normale";13,64
2021/10/12;"Température normale";13,5
2021/10/13;"Température normale";13,37
2021/10/14;"Température normale";13,23
2021/10/15;"Température normale";13,1
2021/10/16;"Température normale";12,96
2021/10/17;"Température normale";12,82
2021/10/18;"Température normale";12,69
2021/10/19;"Température normale";12,55
2021/10/20;"Température normale";12,41
2021/10/21;"Température normale";12,27
2021/10/22;"Température normale";12,13
2021/10/23;"Température normale";11,99
2021/10/24;"Température normale";11,86
2021/10/25;"Température normale";11,71
2021/10/26;"Température normale";11,57
2021/10/27;"Température normale";11,43
2021/10/28;"Température normale";11,29
2021/10/29;"Température normale";11,14
2021/10/30;"Température normale";11
2021/10/31;"Température normale";10,85
